1992,N3,川で魚をとりました。きょうの夕飯はその魚を使った 料理にします,B,魚 ,こめ ,さかな ,にく,やさい
1992,N3,川で魚をとりました。きょうの夕飯はその魚を使った 料理にします,C,夕飯 ,ちゅうはん ,ゆうしょく ,ゆうはん,ちゅうしょく
1992,N3,川で魚をとりました。きょうの夕飯はその魚を使った 料理にします,A,使った ,つかった ,つくった ,はいった,はかった
1992,N3,川で魚をとりました。きょうの夕飯はその魚を使った 料理にします,B,料理 ,りょり ,りょうり ,りより,りようり
1992,N3,田中さんのお兄さんはあの建物の出口のところに立っています。茶色の服を着ています。,A,お兄さん ,おにいさん ,おにさん ,おねえさん,おねさん 
1992,N3,田中さんのお兄さんはあの建物の出口のところに立っています。茶色の服を着ています。,D,建物 ,けんぶつ ,けんもの ,たてぶつ,たてもの
1992,N3,田中さんのお兄さんはあの建物の出口のところに立っています。茶色の服を着ています。,D,出口 ,でるぐち ,でくち ,でるくち,でぐち
1992,N3,田中さんのお兄さんはあの建物の出口のところに立っています。茶色の服を着ています。,B,茶色 ,くさいろ ,ちゃいろ ,みずいろ,きいろ
1992,N3,田中さんのお兄さんはあの建物の出口のところに立っています。茶色の服を着ています。,C,服 ,きれ ,かさ ,ふく,くつ
1992,N3,田中さんのお兄さんはあの建物の出口のところに立っています。茶色の服を着ています。,C,着て ,ついて ,して ,きて,はいて
1992,N3,その有名な 写真家は、世界のいろいろな鳥や動物を写しました。その人のてんらんかいが新宿で行われています。,A,有名な ,ゆうめいな ,ゆめいな ,ゆうめな,ゆめな
1992,N3,その有名な 写真家は、世界のいろいろな鳥や動物を写しました。その人のてんらんかいが新宿で行われています。,B,写真家 ,しゃしんや ,しゃしんか ,さしんや,さしんか
1992,N3,その有名な 写真家は、世界のいろいろな鳥や動物を写しました。その人のてんらんかいが新宿で行われています。,D,世界 ,せいかい ,せかく ,せいかく,せかい
1992,N3,その有名な 写真家は、世界のいろいろな鳥や動物を写しました。その人のてんらんかいが新宿で行われています。,C,鳥 ,むし ,しま ,とり,うま
1992,N3,その有名な 写真家は、世界のいろいろな鳥や動物を写しました。その人のてんらんかいが新宿で行われています。,B,動物 ,しょくぶつ ,どうぶつ ,せいぶつ,こうぶつ
1992,N3,その有名な 写真家は、世界のいろいろな鳥や動物を写しました。その人のてんらんかいが新宿で行われています。,D,行われて ,さそわれて ,いわれて ,あらわれて,おこなわれて
1992,N3,わたしの住んでいる町は、海に近くて、自動車工業がさかんです。,B,住んで ,しんで ,すんで ,つんで,こんで
1992,N3,わたしの住んでいる町は、海に近くて、自動車工業がさかんです。,C,海 ,かい ,いけ ,うみ ,かわ 
1992,N3,わたしの住んでいる町は、海に近くて、自動車工業がさかんです。,D,近くて ,ながくて ,とおくて ,みじかくて,ちかくて
1992,N3,わたしの住んでいる町は、海に近くて、自動車工業がさかんです。,A,工業 ,こうぎょう ,こうごう ,こんぎょう,こんごん
1992,N3,とけいをかうお金がたりなかったので、友だちにかりました。,B,とけい ,時形 ,時計 ,時経,時型
1992,N3,とけいをかうお金がたりなかったので、友だちにかりました。,C,かう ,貫う ,仮う ,買う,員う
1992,N3,とけいをかうお金がたりなかったので、友だちにかりました。,A,たりなかった ,足りなかった ,多りなかった ,下りなかった,太りなかった
1992,N3,とけいをかうお金がたりなかったので、友だちにかりました。,A,かり ,借り ,変り ,貸り,渡り
1992,N3,きのう、たいしかんに行きました。かえりに友だちにあいました。,C,たいしかん ,大師館 ,代師館 ,大使館,代師館
1992,N3,きのう、たいしかんに行きました。かえりに友だちにあいました。,B,かえり ,通り ,帰り ,返り,戻り
1992,N3,きのう、たいしかんに行きました。かえりに友だちにあいました。,A,あい ,会い ,合い ,面い,台い
1992,N3,ようじで、きゅうに けんきゅうかいにしゅっせきすることができなくなりました。,D,ようじ ,予時 ,予事 ,用時,用事
1992,N3,ようじで、きゅうに けんきゅうかいにしゅっせきすることができなくなりました。,C,きゅうに ,早に ,速に ,急に,先に
1992,N3,ようじで、きゅうに けんきゅうかいにしゅっせきすることができなくなりました。,A,けんきゅうかい ,研究会 ,研求会 ,研強会,研教会
1992,N3,ようじで、きゅうに けんきゅうかいにしゅっせきすることができなくなりました。,D,しゅっせき ,集席 ,主席 ,参席,出席
1992,N3,わたしたちはくらい やまみちをちずを見ながらあるきました。,B,くらい ,黒い ,暗い ,強い,悪い
1992,N3,わたしたちはくらい やまみちをちずを見ながらあるきました。,D,やまみち ,山辺 ,山送 ,山通,山道
1992,N3,わたしたちはくらい やまみちをちずを見ながらあるきました。,D,ちず ,知画 ,知図 ,地画,地図
1992,N3,わたしたちはくらい やまみちをちずを見ながらあるきました。,A,あるき ,歩き ,走き ,従き,往き 
1992,N3,たかださんは________をしながらだいがくにかよっています。,C,Choisir une réponse pour ________,オートバイ ,デパート ,アルバイト,カレンダー
1992,N3,えきからここまでバスでいちじかんで________。 ,D,Choisir une réponse pour ________,できます ,かかります ,とおれます,こられます
1992,N3,わたしのうちへも________あそびにきてください。 ,A,Choisir une réponse pour ________,いちど ,いっこ ,いちばん,いっけん
1992,N3,きのうみたえいがはとても________です。 ,D,Choisir une réponse pour ________,うれしかった ,にがかった ,よわかった,こわかった
1992,N3,あのかわは________だから、あそこでおよいではいけません。 ,B,Choisir une réponse pour ________,あんぜん ,きけん ,さかん,じゅうぶん
1992,N3,わたしはでんきやでテレビを________もらいました。 ,C,Choisir une réponse pour ________,ならんで ,なおって ,なおして,ならって_
1992,N3,これはさとうせんせいがわたしに________ほんです。,A,Choisir une réponse pour ________,くださった ,さしあげた ,いただいた,なさった
1992,N3,まちださんはせんせいに「おはようございます。」と________しました。 ,B,Choisir une réponse pour ________,しょうかい ,あいさつ ,はいけん,れんらく
1992,N3,じかんがかかりましたが、________おわりました。 ,B,Choisir une réponse pour ________,そろそろ ,やっと ,ちっとも,なかなか
1992,N3,「やまださんは「ただいま。」といって、うちにもどりました。やまださんのおくさんは「________。」といってやまださんをむかえました。,D,Choisir une réponse pour ________,いらっしゃい ,しつれいします ,ごめんください,おかえりなさい
1992,N3,ここはくうこうです。 ,C,Choisir une réponse pour ________,ここはバスにのったりおりたりするところです。,ここはふねにのったりおりたりするところです。 ,ここはひこうきにのったりおりたりするところです。４．ここはタクシーにのったりおりたりするところです。,
1992,N3,たなかさんはそふもそぼもげんきです。といいました。,D,Choisir une réponse pour ________,たなかさんのおじさんもおばさんもおげんきだそうです。 ,たなかさんのおとうさんもおかあさんもおげんきだそうです。 ,たなかさんのおにいさんもおねえさんもおげんきだそうです。,たなかさんのおじいさんもおばあさんもおげんきだそうです。
1992,N3,こどもはどんなことをいやがりますか。 ,B,Choisir une réponse pour ________,こどもはどんなことがすきですか。 ,こどもはどんなことがきらいですか。 ,こどもはどんなことをしたがりすか。,こどもはどんなことをやるつもりですか。
1992,N3,とうきょうはこうつうがべんりです。 ,C,Choisir une réponse pour ________,とうきょうではいろいろなものがつくられています。 ,とうきょうではおおぜいのひとがせいかつしています。 ,とうきょうではバスやでんしゃがたくさんはしっています。４．とうきょうではせかいのいろいろなものをかうことができます。,
1992,N3,わたしはいまのどがかわいています。 ,A,Choisir une réponse pour ________,わたしはいまなにかのみたいです。 ,わたしはいまなにかたべたいです。 ,わたしはいまやすみたいです。,わたしはいまねむりたいです。
1992,N3,しゅくだいはだいたいすみました。 ,B,Choisir une réponse pour ________,しゅくだいはぜんぶすみました。 ,しゅくだいはほとんどすみました。 ,しゅくだいはだんだんすみました。,しゅくだいはきっとすみました。
1992,N3,わたしはせんげつひっこしました。 ,A,Choisir une réponse pour ________,わたしはせんげついえがかわりました。 ,わたしはせんげつしごとがかわりました。 ,わたしはせんげつがっこうがかわりました。,わたしはせんげつかいしゃがかわりました。
1992,N3,わたしはきょうしけんにまにあいませんでした。 ,C,Choisir une réponse pour ________,わたしはきょうしけんがよくできませんでした。 ,わたしはきょうしけんがありませんでした。 ,わたしはきょうしけんにおくれました。,わたしはきょうしけんにおちました。
1992,N3,すずきさんはたいいんしたそうです。,A,Choisir une réponse pour ________,すずきさんはびょうきがなおって、びょういんからうちへもどったそうです。 ,すずきさんはびょうきになって、びょういんにはいったそうです。 ,すずきさんははたらいていたびょういんをやめたそうです。,すずきさんはこんどびょういんにつとめたそうです。
1992,N3,これはスーツケースです。 ,B,Choisir une réponse pour ________,これはしょくじをするときにつかうものです。 ,これはりょこうをするときにつかうものです。 ,これはうんどうをするときにつかうものです。,これはけんきゅうをするときにつかうものです。
1992,N3,「ぜんぶ すてましたか。」「いいえ、ふるく なった もの＿＿＿ すてました。」 ,B,Choisir une réponse pour ________,にも ,だけ ,へも,しか
1992,N3,こんばん パーティーが ある＿＿＿＿ どうか おしえて ください。 ,D,Choisir une réponse pour ________,で ,を ,や,か
1992,N3,今年の 試験は 去年の 試験＿＿＿ むずかしく ないと 思います。 ,D,Choisir une réponse pour ________,など ,しか ,ばかり,ほど
1992,N3,りんごを たくさん もらった＿＿＿＿、はんぶん ともだちに あげました。 ,A,Choisir une réponse pour ________,ので ,に ,と,まで
1992,N3,ともだちは 「旅行は どうだった。」＿＿＿＿ 私に ききました。 ,D,Choisir une réponse pour ________,で ,を ,に,と
1992,N3,けさ、電車の 中で 足＿＿＿ ふまれました。 ,B,Choisir une réponse pour ________,の ,を ,へ,か
1992,N3,「あのう、ハンカチが おちました＿＿＿＿。」「あっ、どうも。」 ,A,Choisir une réponse pour ________,よ ,かい ,だい,さ
1992,N3,この はしを つくるの＿＿＿＿ ４年 かかりました。 ,C,Choisir une réponse pour ________,を ,へ ,に,か
1992,N3,この 山では 夏＿＿＿＿ スキーが できます。 ,D,Choisir une réponse pour ________,しか ,へも ,とは,でも
1992,N3,この 大学では、ベトナム語＿＿＿＿ 東南アジアの いろいろな ことばが勉強できます。 ,A,Choisir une réponse pour ________,とか ,しか ,ほど,にも
1992,N3,あそこには 空気も きれいだ＿＿＿、けしきも いいので、ときとき 行きます。 ,B,Choisir une réponse pour ________,の ,し ,に,で
1992,N3,牛乳＿＿＿＿ バターや チーズを つくります。 ,B,Choisir une réponse pour ________,にも ,から ,とも,しか
1992,N3,毎年 交通事故＿＿＿＿ 多くの 人が 死にます。 ,C,Choisir une réponse pour ________,と ,に ,で,を
1992,N3,この 花、ヘンな におい＿＿＿＿ します。 ,A,Choisir une réponse pour ________,が ,を ,で,へ
1992,N3,うちの 子は まんが＿＿＿＿ 読んで います。 ,C,Choisir une réponse pour ________,しか ,までに ,ばかり,ずつ
1992,N3,田中さんは ＿＿＿のに、仕事を して います。 ,C,Choisir une réponse pour ________,病気 ,病気の ,病気な,病気だ
1992,N3,父は 年を とって かぜを ＿＿＿＿やすく なりました。 ,B,Choisir une réponse pour ________,ひか ,ひき ,ひく,ひいて
1992,N3,鳥の ＿＿＿空が とべたら いいと 思います。 ,C,Choisir une réponse pour ________,よう ,ような ,ように,ようだ
1992,N3,おかしを ＿＿＿ ながら 映画を 見ました。 ,B,Choisir une réponse pour ________,食べる ,食べ ,食べた,食べよう
1992,N3,ニュースに よると、きのう 東京で じしんが ＿＿＿＿ そうです。 ,C,Choisir une réponse pour ________,あり ,ある ,あった,あって
