"1","1991","N3","自分で旅行を計画するのは楽しいです。","A","自分    ","じぶん    ","ちっぷん   ","じっぷん    ","ちぶん"
"2","1991","N3","自分で旅行を計画するのは楽しいです。","C","旅行    ","りゅうこ    ","りょうこ   ","りょこう    ","りゅこう"
"3","1991","N3","自分で旅行を計画するのは楽しいです。","A","計画    ","けいかく    ","けいが   ","けかく    ","けが"
"4","1991","N3","自分で旅行を計画するのは楽しいです。","D","楽しい    ","うれしい    ","いそがしい   ","うつくしい    ","たのしい "
"5","1991","N3","その学生は毎日地下鉄で大学に通っています。","D","地下鉄    ","じげてつ    ","じかてつ   ","ちげてつ    ","ちかてつ"
"6","1991","N3","その学生は毎日地下鉄で大学に通っています。","B","通って    ","とおって    ","かよって   ","かえって    ","いって"
"7","1991","N3","姉がいつも食事の用意をしてくれます。","C","姉    ","いもうと    ","おとうと   ","あね    ","あに"
"8","1991","N3","姉がいつも食事の用意をしてくれます。","A","食事    ","しょくじ    ","しょうじ   ","そくじ    ","そうじ"
"9","1991","N3","姉がいつも食事の用意をしてくれます。","B","用意    ","よい    ","ようい   ","よじ    ","ようじ "
"10","1991","N3","電話代は夜の間と日曜日が安いです。","C","電話代    ","でんわちん    ","でんわきん   ","でんわだい     ","でんわりょう"
"11","1991","N3","電話代は夜の間と日曜日が安いです。","B","夜    ","ひる    ","よる   ","あさ    ","ばん"
"12","1991","N3","電話代は夜の間と日曜日が安いです。","D","間    ","うち    ","ま   ","かん    ","あいだ"
"13","1991","N3","電話代は夜の間と日曜日が安いです。","D","安い    ","あまい    ","うまい   ","ちかい    ","やすい"
"14","1991","N3","この町の人口は去年より多くなりました。","B","町    ","むら    ","まち   ","とし    ","へん"
"15","1991","N3","この町の人口は去年より多くなりました。","A","人口    ","じんこう    ","にんこう   ","にんごう    ","じんごう"
"16","1991","N3","この町の人口は去年より多くなりました。","D","去年    ","きょうねん    ","さくねん   ","さっねん    ","きょねん"
"17","1991","N3","この町の人口は去年より多くなりました。","D","多く    ","おそく    ","おもく   ","おおきく    ","おおく "
"18","1991","N3","その店の主人はいつも着物を着ています。","C","店    ","てん    ","こや   ","みせ    ","うち"
"19","1991","N3","その店の主人はいつも着物を着ています。","A","主人    ","しゅじん    ","しゅうじん   ","しゅにん    ","しゅうにん"
"20","1991","N3","その店の主人はいつも着物を着ています。","B","着物    ","おきもの    ","きもの    ","はきもの    ","かきもの"
"21","1991","N3","このへやはあかるくて ひろいので、しごとがしやすいです。","A","へや    ","部屋    ","部室   ","戸屋    ","戸室"
"22","1991","N3","このへやはあかるくて ひろいので、しごとがしやすいです。","A","あかるくて    ","明るくて    ","早るくて   ","赤るくて    ","軽るくて"
"23","1991","N3","このへやはあかるくて ひろいので、しごとがしやすいです。","C","ひろい    ","青い    ","白い   ","広い    ","長い"
"24","1991","N3","このへやはあかるくて ひろいので、しごとがしやすいです。","D","しごと    ","作業    ","仕業   ","作事    ","仕事"
"25","1991","N3","えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。","A","えき    ","駅    ","験   ","駐    ","駆"
"26","1991","N3","えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。","B","ばいてん    ","買店    ","売店   ","購店    ","飯店"
"27","1991","N3","えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。","D","せき    ","度    ","座   ","庄    ","席"
"28","1991","N3","えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。","B","あいて    ","開いて    ","空いて   ","空いて    ","合いて"
"29","1991","N3","えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。","C","たった    ","足った    ","発った   ","立った    ","建った"
"30","1991","N3","音楽会は7時にはじまります。きゅうこう電車でいかなくてもまにあいますよ。","D","はじまり    ","開まり    ","発まり   ","初まり    ","始まり"
"31","1991","N3","音楽会は7時にはじまります。きゅうこう電車でいかなくてもまにあいますよ。","C","きゅうこう    ","早急    ","救急   ","急行    ","急走"
"32","1991","N3","音楽会は7時にはじまります。きゅうこう電車でいかなくてもまにあいますよ。","B","まにあい    ","真に合い    ","間に合い   ","間に会い    ","真に会い"
"33","1991","N3","毎日漢字を15ずつならいます。こくばんの字をちゅういしながらノートにうつします。","A","ならい    ","習い    ","学い   ","慣い    ","覚い"
"34","1991","N3","毎日漢字を15ずつならいます。こくばんの字をちゅういしながらノートにうつします。","C","ちゅうい    ","集合    ","集中   ","注意    ","注目"
"35","1991","N3","毎日漢字を15ずつならいます。こくばんの字をちゅういしながらノートにうつします。","B","うつし    ","映し    ","写し   ","移し    ","画し"
"36","1991","N3","シャツのうりばは、このうえの３がいです。あの_______でいってください。 ","D","Choisir une réponse pour ___________","ドア    ","タクシー   ","サンダル    ","エスカレーター"
"37","1991","N3","じゅぎょうがおわってから、まいにち、ピンポンの_______をします。 ","C","Choisir une réponse pour ___________","しゅみ    ","うんどう   ","れんしゅう    ","しゅうかん"
"38","1991","N3","わたしはじてんしゃを_______もっています。 ","A","Choisir une réponse pour ___________","にだい    ","にさい   ","にほん    ","にまい"
"39","1991","N3","このみずうみの_______はどのくらいですか。 ","A","Choisir une réponse pour ___________","ふかさ    ","あつさ   ","さむさ    ","おもさ"
