2002;N3;田中さんは 去年の 夏から 新聞社で 仕事を して いる。;B;去年;おととし;きょねん;ことし;さくねん
2002;N3;田中さんは 去年の 夏から 新聞社で 仕事を して いる。;B;夏;はる;なつ;あき;ふゆ
2002;N3;田中さんは 去年の 夏から 新聞社で 仕事を して いる。;A;新聞社;しんぶんしゃ;しんぶんじゃ;ちんぶんしゃ;ちんぶんじゃ
2002;N3;田中さんは 去年の 夏から 新聞社で 仕事を して いる。;C;仕事;しこと;しっこと;しごと;しっごと
2002;N3;暑い ときに 重い にもつを 運んで つかれました。;D;暑い;あかい;あかるい;あたたかい;あつい 
2002;N3;暑い ときに 重い にもつを 運んで つかれました。;A;重い;おもい;たかい;ながい;ふとい
2002;N3;暑い ときに 重い にもつを 運んで つかれました。;D;運んで;こんで;つんで;たのんで;はこんで
2002;N3;特急に 乗れば、夕方には とうきょうに 着きます。;D;特急;ときゅ;ときゅう;とっきゅ;とっきゅう
2002;N3;特急に 乗れば、夕方には とうきょうに 着きます。;C;乗れば;くれば;とれば;のれば;よれば
2002;N3;特急に 乗れば、夕方には とうきょうに 着きます。;B;夕方;ゆうかた;ゆうがた;ゆかた;ゆがた
2002;N3;特急に 乗れば、夕方には とうきょうに 着きます。;D;着きます;いきます;ききます;すきます;つきます
2002;N3;林先生は 世界の 地理に 研究して います。;A;世界;せかい;せいかい;せっかい;せいっかい
2002;N3;林先生は 世界の 地理に 研究して います。;B;地理;じり;ちり;じりい;ちりい
2002;N3;林先生は 世界の 地理に 研究して います。;B;研究;けんきゅ;けんきゅう;けんちゅ;けんちゅう
2002;N3;図書館は 不便な 場所に あります。;C;図書館;とうしょかん;とうしょっかん;としょかん;としょっかん
2002;N3;図書館は 不便な 場所に あります。;C;不便;ふびん;ぶびん;ふべん;ぶべん
2002;N3;図書館は 不便な 場所に あります。;A;場所;ばしょ;ばしょう;じょうしょ;じょうしょう
2002;N3;自転車で 森の 中を 通りました。;A;自転車;じてんしゃ;じりんしゃ;ちてんしゃ;ちりんしゃ
2002;N3;自転車で 森の 中を 通りました。;D;森;えだ;き;はやし;もり
2002;N3;自転車で 森の 中を 通りました。;C;通りました;とうりました;どうりました;とおりました;どおりました
2002;N3;きのう ならった ことばの いみが おもいだせない。;B;ならった;学った;習った;勉った;練った
2002;N3;きのう ならった ことばの いみが おもいだせない。;A;いみ;意味;＊味;意見;＊見
2002;N3;きのう ならった ことばの いみが おもいだせない。;D;おもいだせない;恩い立せない;恩い出せない;思い立せない;思い出せない
2002;N3;ひるやすみに まちへ いって しゃしんを とりました。;A;ひるやすみ;昼休み;昼体み;＊休み;＊体み
2002;N3;ひるやすみに まちへ いって しゃしんを とりました。;C;まち;市;村;町;都
2002;N3;ひるやすみに まちへ いって しゃしんを とりました。;B;しゃしん;写直;写真;＊直;＊真
2002;N3;ほんやの てんいんの アルバイトを はじめました。;D;ほんや;本家;本室;本展;本屋
2002;N3;ほんやの てんいんの アルバイトを はじめました。;A;てんいん;店員;店買;＊員;＊員
2002;N3;ほんやの てんいんの アルバイトを はじめました。;C;はじめました;初めました;発めました;始めました;新めました
2002;N3;とおくに あおい ひかりが 見えた。;D;とおく;＊く;＊く;＊く;遠く
2002;N3;とおくに あおい ひかりが 見えた。;C;あおい;白い;明い;青い;赤い
2002;N3;とおくに あおい ひかりが 見えた。;C;ひかり;日;火;光;電
2002;N3;じぶんで つくった やさいを うりました。;A;つくった;作った;＊った;件った;＊った
2002;N3;じぶんで つくった やさいを うりました。;D;やさい;理采;理菜;野采;野菜
2002;N3;じぶんで つくった やさいを うりました。;B;うりました;＊りました;売りました;＊りました;＊りました 
2002;N3;きょうは おきゃくさまが きます。_______ことを しないように、気をつけて ください。;A;Choisir une réponse pour _______________;しつれいな;しんせつな;しんぱいな;ていねいな
2002;N3;かいぎの 時間は、はがき_______電話で おしらせします。;D;Choisir une réponse pour _______________;けれど;すると;それで;または
2002;N3;わたしの しゅみは りょうりです。たいていは おいしく_______できますが、たまにします。;B;Choisir une réponse pour _______________;けいかく;しっぱい;せいこう;せいさん
2002;N3;この じしょは、かんじを しらべる ときに とても_______。;D;Choisir une réponse pour _______________;おしえます;さがします;てつだいます;やくにたちます
2002;N3;この テストは ７０てん_______とると そつぎょうできます。;C;Choisir une réponse pour _______________;いか;いがい;いじょう;いない
2002;N3;ぎんこうを_______る ときには、この カードを もって いきます。;D;Choisir une réponse pour _______________;うけつけ;ちゅうい;はいけい;りよう
2002;N3;これからは コンピューターの_______を もつ 人が ひつように なるだろう。;A;Choisir une réponse pour _______________;ぎじゅつ;せつめい;ぼうえき;ゆしゅつ
2002;N3;わたしが とうきょうに いった とき、山川さんが_______して くれた。;A;Choisir une réponse pour _______________;あんない;うんどう;けんぶつ;よてい
2002;N3;だいじな うでどけいが こわれて しまいました。_______、とても お金が かかりました。;C;Choisir une réponse pour _______________;かえしたら;すてたら;なおしたら;見つけたら
2002;N3;どうぶつえんでは、_______どうぶつを みる ことが できます。;C;Choisir une réponse pour _______________;つまらない;はずかしい;めずらしい;やわらかい
2002;N3;あさの 電車は こんで います。;A; Laquelle a à peu près le même sens;あさの 電車には 人が たくさん います。;あさの 電車には 人が あまり いません。;あさの 電車は なかなか きません。;あさの 電車は すぐに きます。
2002;N3;父は らいしゅう たいいんします。;D; Laquelle a à peu près le même sens;父は らいしゅう 外国に いきます。;父は らいしゅう 外国から かえって きます。;父は らいしゅう びょういんに いきます。;父は らいしゅう びょういんから かえって きます。*
2002;N3;この もんだいは まちがえやすい。;C; Laquelle a à peu près le même sens;この もんだいは まちがえる 人が 少ししか いない。;この もんだいは まちがえる 人が ぜんぜん いない。;この もんだいは まちがえる 人が 多い。;この もんだいは まちがえる 人が 少ない。
2002;N3;むすめの にゅうがくしきが ありました。;C; Laquelle a à peu près le même sens;むすめが けっこんしました。;むすめが そつぎょうしました。;むすめが 大学生に なりました。;むすめが 社会人に なりました。
2002;N3;社長の かわりに 田中さんが パーティーに でました。;B; Laquelle a à peu près le même sens;社長は パーティーに でました。;社長は パーティーに でませんでした。;社長も 田中さんも パーティーに でました。;社長も 田中さんも パーティーに でませんでした。
2002;N3;いたす;B; Laquelle a à peu près le même sens;わたしは らいねん 日本へ いたします。;ひこうきの よやくは わたしが いたします。;先生は なつやすみに りょこうを いたしますか。;もう 少し れんしゅうを いたして ください。
2002;N3;そうだん;A; Laquelle a à peu près le même sens;べんきょうの しかたを 先生に そうだんしました。;かんじが わからないので、じしょに そうだんしました;つぎの 電車が 何時か えきいんに そうだんしました。;すきな えいがに ついて 友だちに そうだんしました。
2002;N3;さびしい;C; Laquelle a à peu près le même sens;ねぼうして しまって さびしかったです。;きょうは さびしいから セーターを きます。;ひとりで すんで いるので、ときどき さびしく なります。;この へやは そうじを して いないので、さびしいです。
2002;N3;てきとう;D; Laquelle a à peu près le même sens;この きせつは とても てきとうで よく ねむれます。;せんそうは 人びとの せいかつに てきとうでは ありません。;わかい 人に てきとうする ホテルを しょうかいして ください。;日本に ついて しらべるのに てきとうな 本は ありませんか。
2002;N3;あんぜん;A; Laquelle a à peu près le même sens;この まちは よるも あんぜんです。;にちようびは いつも いえで あんぜんに して います。;この きかいは あんぜんてきに つかって ください。;わたしは げんきですから、あんぜんして ください。
2002;N3;山本さん______いう 人を 知って いますか。;C;Choisir une réponse pour _______________;を;で;と;か
2002;N3;私は、きのう 夜の 11時に 友だち______来られて、こまって しまった。;A;Choisir une réponse pour _______________;に;を;は;が
2002;N3;しゅくだいが あった______を、すっかり わすれて いた。;D;Choisir une réponse pour _______________;に;が;は;の
2002;N3;私は、ヤンさん______銀行へ 行く 道を 教えて あげた。;D;Choisir une réponse pour _______________;は;を;で;に
2002;N3;あそこの かどを 右へ まがる______、こうえんが あります。;B;Choisir une réponse pour _______________;は;と;ので;から
2002;N3;私の 国は、日本______大きいです。;A;Choisir une réponse pour _______________;より;まで;とは;では
