1992;N2;ひとりで悩んでいないで、だれかに相談したらどうですか?;D;悩んで;うらんで;にらんで;くやんで;なやんで
1992;N2;ひとりで悩んでいないで、だれかに相談したらどうですか?;B;相談;しょうだん;そうだん;ざつだん;しんだん
1992;N2;彼は絶対に約束を破らない人だ?;D;絶対;ぜつだい;ぜつたい;ぜっだい;ぜったい
1992;N2;彼は絶対に約束を破らない人だ?;A;約束;やくそく;やくぞく;やっそく;やっぞく
1992;N2;彼は絶対に約束を破らない人だ?;C;破らない;まもらない;はからない;やぶらない;かぎらない
1992;N2;その大会は 警備上の都合で延期された。;D;警備;げんひ;げんび;けいひ;けいび
1992;N2;その大会は 警備上の都合で延期された。;C;都合;とごう;とあい;つごう;つあい
1992;N2;その大会は 警備上の都合で延期された。;A;延期;えんき;えんご;ていき;ていご
1992;N2;この住宅は 光が部屋の奥まで届くようにつくられている?;D;住宅  ;しゅうきょ;しゅうたく;じゅうきょ;じゅうたく
1992;N2;この住宅は 光が部屋の奥まで届くようにつくられている?;B;光;ひかる;ひかり;ひびく;ひびき
1992;N2;この住宅は 光が部屋の奥まで届くようにつくられている?;D;奥;はし;そこ;ふち;おく
1992;N2;この住宅は 光が部屋の奥まで届くようにつくられている?;B;届く;いだく;とどく;のぞく;まねく
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;C;政府;せんふ;せんぷ;せいふ;せいぷ
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;C;調査;ちゅうさ;ちゅうさつ;ちょうさ;ちょうさつ
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;B;農産物;のうさんもつ;のうさんぶつ;のうさくもつ;のうさくぶつ
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;A;被害;ひがい;きがい;そんがい;へいがい
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;B;記事;きし;きじ;ぎし;ぎじ
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;A;汗;あせ;ち;つゆ;なみだ
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;C;流して;おとして;たらして;ながして;ぬらして
1992;N2;政府の調査によれば?台風による農産物の被害は数億円にのぼると言う?;A;働いて;はたらいて;かがやいて;かたむいて;みちびいて
1992;N2;かいさつぐちではじょうしゃけんをお渡しください。;A;かいさつぐち;改札口;開札口;改礼口;開礼口
1992;N2;かいさつぐちではじょうしゃけんをお渡しください。;C;じょうしゃけん;上車券;上者券;乗車券;乗者券
1992;N2;これは、フランスで実際にあった話である。パリのある下町に、たいへん欲(注1)の深い肉屋がいた。毎日の食事や衣服を節約したり、女房にまでケチでとおした肉屋は、たいへんな財産をたくわえているというのでも有名だった。 ある日、その肉屋に、１２歳ぐらいの女の子が肉を買いにやってきた。５００フランの代金を払うという時になると、その女の子は「しまった。お金をわすれてきちゃった。おじさん、あとでお金もってくるから、1 これちょっと預かって」  といって、 もっていたバイオリンをその肉屋にわたしていった。彼は、何気なく、そのバイオリンを店の隅のほうに置いておいた。 さて、それから３０分くらいすると、一人の老紳士が、肉を買いにやってきた。１キログラムの牛肉を買い、代金を支払って店をでようとした時、その老紳士が、2 店の隅にたてかけてあるバイオリンを見た。それを手に取って、じっくり見てから、大声でいった。  「このバイオリンはすばらしい。ストラディバリウスという世界的な名器だ。５０万フランで買 いたい。ぜひゆずってくれませんか」と熱心に肉屋に頼むのだ。 だが、肉屋にしてみれば、自分のバイオリンではない。売るわけにはいかない。そこで、肉 屋は、持ち主の女の子に話して自分が買い受けてからこの老紳士に売ろうと考え、「明日の９時にもう一度ここへ来てください。  3 おゆずりしましょう」といって、その老紳士を帰した。  例の女の子は、すぐもどってきた。肉の代金を支払い、バイオリンを受け取って帰ろうとした。  「ねえ、そのバイオリン  4 おじさんに売ってくれないかね。あまりよいバイオリンじゃないけれど、うちの子もバイオリンをこれから始めるので一つ欲しいんだよ」 女の子が、しぶしぶ売ってもよいという返事をした時、肉屋は「しめた。女の子をだました」と内心大喜びである。彼は５万フランでそのバイオリンを彼女からゆずり受けることに、まんまと成功した。先ほどの紳士に、５０万フランで売れば、４５万フランの儲けだ。かれが喜んだのも 当然だ。肉屋は、その女の子をだまして悪いと思ったのか、先ほどの肉の代金を返してやった。彼の良心が、子どもをだますことをよしとしなかったのであろう。 肉屋は、紳士のやってくるのを待った。だが、その老紳士は翌日の９時になっても 5 やってこなかった。老紳士と女の子による計画的なサギ(注2)であったのである。 サギにあう人たちの中には、この肉屋のように、一攫千金を夢みる、けちな人、欲の深い人が多い。子どもをだまして、４５万フラン儲けようという”欲”が、物事を冷静に見る目を失わせてしまったのである。 （浅野八郎「不思議な心理ゲーム①」青春出版社による）(注1)欲：お金や物などを欲しがる気持ち。 (注2)サギ：人をだまして、物やお金を手入れること。;C;1「これ」とは何か。;５００フラン;買った肉;バイオリン;衣服
