2003;N2;話しあいで決まったことを記録する。;A;決まった;きまった;おさまった;かたまった;まとまった
2003;N2;話しあいで決まったことを記録する。;B;記録;きえん;きろく;きじゅつ;きりょく
2003;N2;子どもは成長するにしたがって知恵がつく。;C;成長;せいなが;ぜいなが;せいちょう;ぜいちょう
2003;N2;子どもは成長するにしたがって知恵がつく。;B;知恵;しえ;ちえ;しけい;ちけい
2003;N2;このことについて例外は認めません。;B;例外;れがい;れいがい;れつがい;れんがい 
2003;N2;このことについて例外は認めません。;D;認めません;すすめません;つとめません;ふくめません;みとめません
2003;N2;エンジンに異常があるという連絡があった。;A;異常;いじょう;こしょう;ししょう;ひじょう
2003;N2;エンジンに異常があるという連絡があった。;D;連絡;てんかく;てんらく;れんかく;れんらく
2003;N2;この機械は操作が比較的簡単です。;C;操作;そうさく;ぞうさく;そうさ;ぞうさ
2003;N2;この機械は操作が比較的簡単です。;A;比較的;ひかくてき;ひがくてき;ひこうてき;ひごうてき
2003;N2;この政党から総理大臣が出たことはない。;B;政党;せいと;せいとう;せいど;せいどう
2003;N2;この政党から総理大臣が出たことはない。;D;大臣;たいしん;たいじん;だいしん;だいじん
2003;N2;この説は誤りだと仮定してみよう;A;誤り;あやまり;いつわり;こだわり;さだまり
2003;N2;この説は誤りだと仮定してみよう;A;仮定;かてい;かりてい;はんてい;ばんてい
2003;N2;昨年度の日本における総医療費は３０兆３５８３億円であった。;B;医療;いりゅう;いりょう;ちりゅう;ちりょう
2003;N2;昨年度の日本における総医療費は３０兆３５８３億円であった。;D;兆;ちゅ;ちゅう;ちょ;ちょう
2003;N2;昨年度の日本における総医療費は３０兆３５８３億円であった。;A;億;おく;おうく;おくう;おっく
2003;N2;世界の主要都市の暮らしやすさについて調査する。;B;主要;しゅよ;しゅよう;しゅうよ;しゅうよう
2003;N2;世界の主要都市の暮らしやすさについて調査する。;D;暮らし;ならし;てらし;さらし;くらし
2003;N2;世界の主要都市の暮らしやすさについて調査する。;A;調査;ちょうさ;こうさ;しんさ;けんさ
2003;N2;もうしこみ書のけいしきがへんこうされた。;B;もうしこみ;甲し込み;申し込み;甲し混み;申し混み
2003;N2;もうしこみ書のけいしきがへんこうされた。;C;けいしき;刑式;刑武;形式;形武
2003;N2;もうしこみ書のけいしきがへんこうされた。;B;へんこう;変化;変更;変則;変換
2003;N2;みなさん、せっきょくてきにぎろんにさんかしてください;D;せっきょくてき;責局的;責極的;積局的;積極的
2003;N2;みなさん、せっきょくてきにぎろんにさんかしてください;C;ぎろん;儀論;儀諭;議論;議諭
2003;N2;みなさん、せっきょくてきにぎろんにさんかしてください;A;さんか;参加;参画;賛加;賛画
2003;N2;たにのそこから発見されたこうぶつは、たいへんめずらしいものらしい。;A;たに;谷;俗;浴;容
2003;N2;たにのそこから発見されたこうぶつは、たいへんめずらしいものらしい。;A;そこ;底;低;抵;邸
2003;N2;たにのそこから発見されたこうぶつは、たいへんめずらしいものらしい。;D;こうぶつ;公物;高物;貢物;鉱物
2003;N2;たにのそこから発見されたこうぶつは、たいへんめずらしいものらしい。;B;めずらしい;妙しい;珍しい;貴しい;稀しい
2003;N2;えいきゅうにせんそうが起きないようにねがう。;A;えいきゅう;永久;永遠;恒久;恒遠
2003;N2;えいきゅうにせんそうが起きないようにねがう。;B;せんそう;戦双;戦争;闘双;闘争
2003;N2;えいきゅうにせんそうが起きないようにねがう。;D;ねがう;求う;祈う;望う;願う
2003;N2;どんなに健康にじしんがあっても、ゆだんしているとかぜをひく。;C;じしん;自身;自真;自信;自伸
2003;N2;どんなに健康にじしんがあっても、ゆだんしているとかぜをひく。;C;ゆだん;由断;由談;油断;油談
2003;N2;あくてんこうのため、荷物のとうちゃくがおくれた。;D;あくてんこう;悪天向;悪天荒;悪天航;悪天候
2003;N2;あくてんこうのため、荷物のとうちゃくがおくれた。;B;とうちゃく;至着;到着;致着;倒着
2003;N2;あくてんこうのため、荷物のとうちゃくがおくれた。;C;おくれた;延れた;留れた;遅れた;滞れた
2003;N2;きょうどうで部屋を借りれば、家賃をせつやくできる。;A;きょうどう;共同;共働;供同;供働
2003;N2;きょうどうで部屋を借りれば、家賃をせつやくできる。;C;せつやく;倹約;倹略;節約;節略 
2003;N2;スピーチが終わると，会場から＿＿が起こった。;C;Choisir une réponse pour _______________ ;握手;応援;拍手;理解
2003;N2;転ばないように＿＿に気をつけてください。;A;Choisir une réponse pour _______________ ;足元;足早;足音;足跡
2003;N2;今度の打ちあわせは土曜日です。＿＿、時間は後ほどお伝えします。;A;Choisir une réponse pour _______________ ;なお;さらに;むしろ;それでも
2003;N2;みそしるをつくって、ごはんを＿＿。;B;Choisir une réponse pour _______________ ;きざんだ;たいた;わかした;むいた
2003;N2;何があったのか＿＿話していただけませんか。;D;Choisir une réponse pour _______________ ;するどく;すまなく;けわしく;くわしく
2003;N2;弱点を＿＿して、オリンピック選手に選ばれた。;D;Choisir une réponse pour _______________ ;修正;修理;回復;克服
2003;N2;田中さんは毎回予習を＿＿やってくるまじめな学生だ。;C;Choisir une réponse pour _______________ ;ふたたび;そんなに;ちゃんと;かわりに
2003;N2;漢字を書くのは＿＿だが、読むほうは問題ない。;D;Choisir une réponse pour _______________ ;得意;敬意;上手;苦手
2003;N2;彼は、今度のコンサートが終わったら歌手を＿＿したいと語った。;A;Choisir une réponse pour _______________ ;移動;引退;失業;完了
