1995;N3;"聴解スクリプト： (1) 先生が学生に話しています。学生は何時にどこへ行きますか。 
女：ええ、明日は9時15分前に来てください。 
男：え？9時15分ですか。 
女：いいえ、15 分前です。それから、教室は307になりました。いつもの370ではないので、注意してください。 
男：はい。 

学生は何時にどこへ行きますか。 ";B;A;B;C;D;"聴解スクリプト： (1) 先生が学生に話しています。学生は何時にどこへ行きますか。 
女：ええ、明日は9時15分前に来てください。 
男：え？9時15分ですか。 
女：いいえ、15 分前です。それから、教室は307になりました。いつもの370ではないので、注意してください。 
男：はい。 

学生は何時にどこへ行きますか。 

Traduction : 
Professeure : Demain, venez quinze minutes avant neuf heures, s’il vous plaît. 
Étudiant : Hein ? Neuf heures quinze ? 
Professeure : Non, quinze minutes avant. Et la salle, c’est la 307. Ce n’est pas la 370 comme d’habitude, faites attention. 
Étudiant : D’accord. 
Explication :  
L’étudiant doit venir à 8h45 (15 minutes avant 9h00).  
La salle a changé : il doit aller en salle 307, ce n’est plus la salle 370 habituelle. 

Réponse correcte : L’étudiant doit aller à la salle 307 à 8h45.";1995_N3_1.jpg
1995;N3;"聴解スクリプト： (2) 女の人はめがねを作りに行きました。女の人はどれを見ていますか。 
男：じゃ、このめがねをかけてみてください。あの丸いのを見てください。 
女：は い。 
男：線が切れているところはどこですか。上から言って下さい。 
女：ええと、右、下、左です。 
男：右、下、左。はあ、よく見えますか。 

女の人はどれを 見ていますか。 ";C;A;B;C;D;"聴解スクリプト： (2) 女の人はめがねを作りに行きました。女の人はどれを見ていますか。 
男：じゃ、このめがねをかけてみてください。あの丸いのを見てください。 
女：は い。 
男：線が切れているところはどこですか。上から言って下さい。 
女：ええと、右、下、左です。 
男：右、下、左。はあ、よく見えますか。 

女の人はどれを 見ていますか。 

Analyse et Justification 

La conversation décrit une procédure d'examen de la vue, probablement pour déterminer la bonne correction des lentilles ou la puissance d'un nouveau verre de lunettes.  
L'objet regardé : L'homme lui demande de regarder 「あの丸いの」 (""cette chose ronde"").  
L'instruction : L'homme lui demande d'identifier 「線が切れているところはどこですか」 (""où est la ligne brisée/l'ouverture"").  
La réponse : La femme répond avec des directions : 「右、下、左です。」 (""droite, bas, gauche"").  
Cette procédure est la description typique du test utilisant l'Anneau de Landolt (ランドルト環 - randoruto-kan). 
C'est un test de la vue où le patient doit identifier la direction de l'ouverture (la ""ligne brisée"") dans un anneau circulaire.  
L'homme lui demande d'énumérer les directions des ouvertures qu'elle voit dans une séquence de ces anneaux (ou différentes parties d'un seul test).  
Conclusion La femme regarde :  Un Anneau de Landolt ou des figures similaires utilisées pour tester l'acuité visuelle.  
Plus précisément, elle identifie la direction des ouvertures dans des figures rondes (cercles) dont une ligne est brisée.";1995_N3_2.jpg
1995;N3;"解スクリプト： (3) 男の人が図書館に電話をかけています。男の人はいつ図書館にいけばいいですか。 
女：はい、中央図書館です。 
男：すみませんが、そちらの休み はいつですか。 
女：はい、毎週月曜日と??? 
男：月曜日、じゃ、七日はだめか。 
女：それから、毎月14日です。 
男：はあ。  
女：で、14日は月曜日の場合は 次の15日も休みになりますので、気をつけてください。  
男：はい、わかりました。  

男の人はいつ図書館にいけばいいですか。 
 

";C;A;B;C;D;"解スクリプト： (3) 男の人が図書館に電話をかけています。男の人はいつ図書館にいけばいいですか。 
女：はい、中央図書館です。 
男：すみませんが、そちらの休み はいつですか。 
女：はい、毎週月曜日と??? 
男：月曜日、じゃ、七日はだめか。 
女：それから、毎月14日です。 
男：はあ。 
女：で、14日は月曜日の場合は 次の15日も休みになりますので、気をつけてください。 
男：はい、わかりました。 

男の人はいつ図書館にいけばいいですか。 

Traduction : 

Homme : Excusez-moi, quels sont vos jours de fermeture ? 
Femme : Nous sommes fermés tous les lundis et le 14 de chaque mois. 
Homme : Donc, le 7 (lundi), impossible d’y aller. 
Femme : Et attention, si le 14 tombe un lundi, il y a aussi congé le 15. 
Homme : D’accord.  

Explication :  
La bibliothèque est fermée tous les lundis.  
Elle est aussi fermée le 14 de chaque mois.  Si le 14 tombe un lundi, la bibliothèque est aussi fermée le 15.  

Réponse correcte : 

L’homme peut aller à la bibliothèque tous les jours sauf le lundi, le 14, et, si le 14 tombe un lundi, aussi le 15. 
Éviter le lundi, le 14 du mois, et si le 14 est un lundi, aussi le 15.";1995_N3_3.jpg
1995;N3;"聴解スクリプト： (4) 病院での会話を聞いてください。男の人はどのドアから入りますか。 
女：じゃ、お名前が呼ばれたら、あそこのドアからお入りください。 
男：え？あそこ って？ 
女：看護婦がいる窓口がありますね。 
男：ええ。 
女：あの隣です。 
男：隣と言うと。 
女：エレベーターの前のドアです。 
男：わかりました。 

男の人はどのドアから入りますか";A;A;B;C;D;"聴解スクリプト： (4) 病院での会話を聞いてください。男の人はどのドアから入りますか。 
女：じゃ、お名前が呼ばれたら、あそこのドアからお入りください。 
男：え？あそこ って？ 
女：看護婦がいる窓口がありますね。 
男：ええ。 
女：あの隣です。 
男：隣と言うと。 
女：エレベーターの前のドアです。 
男：わかりました。 

男の人はどのドアから入りますか

Traduction et explication : 

L’homme demande quelle porte il doit utiliser. 
La femme lui répond d’entrer par la porte à côté du guichet où se trouve l’infirmière, c’est-à-dire la porte devant l’ascenseur.  

Réponse correcte : 

Il entrera par la porte devant l’ascenseur, à côté du guichet de l’infirmière.";1995_N3_4.jpg
1995;N3;"聴解スクリプト： (5) 女の人はどの人形を買いますか。 
女：わあ、あの人形かわいい。あれを買うかな。 
男：どれ？ああ、魚がギターを弾いているの？ 
女：うん。 
男：え え？鳥のほうがいいんじゃない？ 
女：そう？ 
男：ほら、あのボールを持っているのは？ 
女：そうね、じゃ、ボールを持っているのにする。でも、鳥はいやだ から、あっちにしよう。 

女の人はどの人形を買いますか。 ";A;A;B;C;D;"聴解スクリプト： (5) 女の人はどの人形を買いますか。 
女：わあ、あの人形かわいい。あれを買うかな。 
男：どれ？ああ、魚がギターを弾いているの？ 
女：うん。 
男：え え？鳥のほうがいいんじゃない？ 
女：そう？ 
男：ほら、あのボールを持っているのは？ 
女：そうね、じゃ、ボールを持っているのにする。でも、鳥はいやだ から、あっちにしよう。 

女の人はどの人形を買いますか。 

Femme : Oh, cette poupée est mignonne. Je vais peut-être prendre celle-là. 
Homme : Laquelle ? Ah, c'est celle avec le poisson qui joue de la guitare ? 
Femme : Oui. 
Homme : Vraiment ? Ne vaudrait-il pas mieux prendre celle avec l’oiseau ? 
Femme : Vraiment ? 
Homme : Et celle qui tient un ballon ? 
Femme : Oui, alors je vais prendre celle avec le ballon. Mais je n’aime pas celle avec l’oiseau, je vais choisir autre chose.

Analyse et Justification 

La question cherche à identifier la décision finale d'achat de la femme.  
Premier choix (Refusé) : La femme est d'abord intéressée par la poupée du poisson qui joue de la guitare.  
Proposition de l'homme (Refusée) : L'homme propose la poupée oiseau (canard).  
Contre-proposition de l'homme (Acceptée) : 
L'homme propose ensuite la poupée qui tient la balle (ボールを持っているの).  

Décision finale de la femme :  
Elle accepte la proposition de la balle : 「じゃ、ボールを持っているのにする。」 (""Alors, je vais prendre celle qui tient la balle."")  
Elle réaffirme son rejet de l'oiseau : 「でも、鳥はいやだから、あっちにしよう。」 (""Mais comme je n'aime pas l'oiseau..."")  

La femme achètera donc la poupée qui tient la balle.  
Conclusion La poupée que la femme va acheter est celle qui tient une balle.";1995_N3_5.jpg
1995;N3;"聴解スクリプト： (6) 先生が学生に説明をしています。正しいのはどれですか。 

女：ええ、はじめに、一人ずつ名前を呼びますから、名前を呼ばれたら、立って「はい」と返 事をしてください。
返事は座ったままじゃなくて、立ってからですよ。それから、お辞儀をしてください。
頭を下げるんです。いいですか。 
正しいのはどれで すか。";C;A;B;C;D;"聴解スクリプト： (6) 先生が学生に説明をしています。正しいのはどれですか。	
Script d'écoute : (6) Un professeur donne des explications à ses étudiants. Qu'est-ce qui est correct ? 
女：ええ、はじめに、一人ずつ名前を呼びますから、	
Femme (Professeur) : Bien. Pour commencer, j'appellerai vos noms un par un. 
名前を呼ばれたら、 立って「はい」と返事をしてください。	
Quand votre nom est appelé, levez-vous et répondez ""Hai"" (Oui/Présent). 
返事は座ったままじゃなくて、立ってからですよ。	
La réponse ne doit pas être faite en étant assis ; c'est seulement après s'être levé. 
それから、お辞儀をしてください。	
Après cela, veuillez faire la révérence (s'incliner). 
頭を下げるんです。いいですか。	
Vous devez baisser la tête. Est-ce clair ? 
正しいのはどれですか。	

Question finale : Qu'est-ce qui est correct ?

La question demande la procédure correcte que les étudiants doivent suivre lorsque leur nom est appelé. 
La professeure donne une séquence d'actions très précise :  Quand le nom est appelé :  
Action 1 : 立って (Se lever).  
Action 2 : 「はい」と返事をしてください (Répondre ""Hai"").  
Elle insiste sur le fait que la réponse doit être faite après s'être levé : 「立ってからですよ」.  
Action 3 : お辞儀をしてください (Faire la révérence/s'incliner).  
La séquence correcte est donc : Se lever → Répondre ""Hai"" → S'incliner.  

Conclusion L'affirmation correcte (la procédure) est que l'étudiant doit d'abord se lever, 
puis répondre ""Hai"", puis s'incliner (faire la révérence).

";1995_N3_6.jpg
1995;N3;"聴解スクリプト： (7) 旅行会社の人が説明しています。お寺に行くのに一番いいのはどれですか。 
男：ええ、明日お寺の見物に行かれる方は注意していただきたいことが あります。
服装なんですが、このお寺では、腕や足が見える服を着ることになっています。
でも、頭が見えるのは失礼になりますから、お気をつけくださ い。 

お寺に行くのに一番いいのはどれですか。  ";B;A;B;C;D;"聴解スクリプト： (7) 旅行会社の人が説明しています。お寺に行くのに一番いいのはどれですか。	
Script d'écoute : (7) Un représentant d'une agence de voyages donne des explications. Quel est le meilleur vêtement pour aller au temple ? 
男：ええ、明日お寺の見物に行かれる方は注意していただきたいことが あります。	
Homme (Représentant) : Oui, il y a quelque chose que je voudrais que ceux qui vont visiter le temple demain sachent. 
服装なんですが、このお寺では、 腕や足が見える服を着ることになっています。	
C'est à propos des vêtements. Dans ce temple, il est d'usage de porter des vêtements où les bras et les jambes sont visibles. 
でも、 頭が見えるのは失礼になりますから、お気をつけくださ い。	
Cependant, il est considéré comme impoli que la tête soit visible, alors faites attention, s'il vous plaît. 
お寺に行くのに一番いいのはどれですか。	
Question finale : Quel est le meilleur vêtement pour aller au temple ?

Analyse et Justification 

La question demande quel est le meilleur vêtement (一番いいのはどれですか) pour visiter le temple, en se basant sur les règles spécifiques énoncées.  
Règle concernant les bras et les jambes : Le port de vêtements qui laissent les bras et les jambes visibles (腕や足が見える服) est la norme ou l'obligation pour ce temple. 
(Ce point est inhabituel pour la plupart des temples asiatiques, mais il faut s'en tenir au dialogue.)  
Règle concernant la tête : Il est considéré comme impoli que la tête soit visible (頭が見えるのは失礼). 
Cela signifie que la tête doit être couverte.  
Le vêtement le plus approprié est donc celui qui respecte les deux conditions : bras et jambes découverts et tête couverte.  

Conclusion 

Le vêtement le plus approprié pour se rendre au temple est celui qui laisse les bras et les jambes visibles (découverts) et qui couvre la tête.  
(Si des options visuelles ou textuelles étaient fournies, l'option correcte serait celle décrivant une tenue d'été/décontractée avec un couvre-chef, comme un chapeau ou un foulard.)";1995_N3_7.jpg
1995;N3;"聴解スクリプト： (8) 女の人が買い物しています。店の人は品物をどうしますか。 
女：じゃ、これ、二つお願いします。 
男：ありがとうございます。贈り物ですか。 
女：あ、包 まなくても。そのまま、大きい袋に一緒に入れてください。 
男：はい。 
女：あ、でも、やっぱり、一つは紙に包んでいただけますか。 
男：はい、では、袋も別 にいたしましょうか。 
女：いえ、一緒で結構です。 
男：はい、かしこまりました。 店の人は品物をどうしますか。 ";B;A;B;C;D;"聴解スクリプト： (8) 女の人が買い物しています。店の人は品物をどうしますか。
Script d'écoute : (8) Une femme fait des achats. Que va faire le vendeur avec les articles ?
女：じゃ、これ、二つお願いします。
Femme : Alors, s'il vous plaît, j'aimerais deux de ceux-là.
男：ありがとうございます。贈り物ですか。
Homme (Vendeur) : Merci beaucoup. Est-ce un cadeau ?
女：あ、包まなくても。そのまま、大きい袋に 一緒に入れてください。
Femme : Ah, pas besoin d'emballage. S'il vous plaît, mettez-les directement ensemble dans un grand sac.
男：はい。
Homme (Vendeur) : Oui
.女：あ、でも、やっぱり、 一つは紙に包んでいただけますか。
Femme : Ah, mais finalement, pourriez-vous en emballer un dans du papier, s'il vous plaît ?
男：はい、では、袋も別々にいたしましょうか。
Homme (Vendeur) : Oui, dans ce cas, voulez-vous que je les mette dans des sacs séparés également ?
女：いえ、 一緒で結構です。
Femme : Non, ensemble, ça ira.
男：はい、かしこまりました。
Homme (Vendeur) : Oui, j'ai bien compris.
店の人は品物をどうしますか。
Question finale : Que va faire le vendeur avec les articles ?

Analyse et Justification 

La question demande ce que le vendeur (店の人は) va faire avec les deux articles, en se basant sur les instructions finales de la cliente. 
La cliente change d'avis en cours de route.  
Achat initial : Deux articles (これ、二つ).  
Instruction initiale (Annulée) : Pas d'emballage (包まなくても), mettre les deux ensemble dans un grand sac (大きい袋に一緒に入れてください).  
Changement d'avis (Emballage) : 「一つは紙に包んでいただけますか。」 (Envelopper un seul des deux articles dans du papier).  
Question du vendeur (Sac) : Le vendeur demande s'il faut mettre les sacs séparément (袋も別々にいたしましょうか).  
Instruction finale (Sac) : La cliente maintient le choix du sac unique : 「いえ、一緒で結構です。」 (Non, ensemble ça ira.)  

Conclusion : Le vendeur doit prendre les deux articles, en emballer un seul dans du papier, puis mettre les deux articles emballés et non emballés ensemble dans le même sac.  
Résultat de l'action du vendeur Le vendeur va : Emballer un article dans du papier, puis mettre cet article et l'autre article non emballé ensemble dans un seul grand sac.";1995_N3_8.jpg
1995;N3;"聴解スクリプト： (9) 電車、車、飛行機について利用する人が多くなったか、少なくなったか比べて います。正しいのはどれですか。 

女：ええ、ごらんのように、一番多いの は電車を利用する人ですが、93年から車を使う人も増えてきました。反対に、飛行機に乗る人は少なくなっています。 
正しいのはどれですか。 ";D;A;B;C;D;"聴解スクリプト： (9) 電車、車、飛行機について利用する人が多くなったか、少なくなったか比べています。正しいのはどれですか。	
Script d'écoute : (9) On compare si le nombre d'utilisateurs du train, de la voiture et de l'avion a augmenté ou diminué. Qu'est-ce qui est correct ? 
女：ええ、ごらんのように、 一番多いのは電車を利用する人ですが 、	
Femme (Présentatrice/Oratrice) : Oui, comme vous pouvez le voir, le plus grand nombre d'utilisateurs est celui du train, mais... 
93年から 車を使う人も増えてきました。	
... les gens qui utilisent la voiture ont également augmenté depuis 1993. 反対に、 
飛行機に乗る人は少なくなっています。	
Par contre, le nombre de personnes prenant l'avion a diminué. 

正しいのはどれですか。	
Question finale : Qu'est-ce qui est correct ?

Analyse et Justification 

La question demande l'affirmation correcte concernant les tendances d'utilisation des trois modes de transport (train, voiture, avion). 
Le dialogue donne trois informations clés :  
Train (電車) : C'est le mode de transport le plus utilisé (le plus grand nombre) (一番多い).  
Voiture (車) : Le nombre d'utilisateurs a augmenté (増えてきました) depuis 1993.  
Avion (飛行機) : Le nombre d'utilisateurs a diminué (少なくなっています).  

L'affirmation correcte devra refléter l'un de ces trois faits.  

Conclusion (Déduction de l'affirmation correcte) 
L'affirmation correcte (正しいのはどれですか) est celle qui déclare que :  Le train est le plus utilisé.  
Le nombre d'utilisateurs de la voiture a augmenté.  
Le nombre d'utilisateurs de l'avion a diminué.  (Si des options étaient fournies, l'option correcte serait celle qui correspond à l'une de ces trois tendances ou à une combinaison logique des trois.)";1995_N3_9.jpg
1995;N3;"聴解スクリプト： (10) これから写真を撮ります。どんな写真になりますか。 

男：それじゃ、写真を撮りますから、並んでください。そうですね、お父さんたちは一番上に上が ってください。お子さんたちは前に座ってください。
お母さんたちはその間に入りましょう。ああ、やっぱり、お母さんと子どもが変ったほうがいいなあ。すみ ません、お母さんたち、前に座って、お子さんたちはその後ろに立ってください。 

どんな写真になりますか。 ";B;A;B;C;D;"聴解スクリプト： (10) これから写真を撮ります。どんな写真になりますか。	
Script d'écoute : (10) On va prendre une photo. À quoi ressemblera la photo ? 
男：それじゃ、写真を撮りますから、並んでください。	
Homme (Photographe) : Alors, nous allons prendre une photo, mettez-vous en rang, s'il vous plaît. 
そうですね、お父さんたちは 一番上に上がって ください。	
Voyons voir, les pères, montez tout en haut (derrière). 
お子さんたちは前に座ってください。	
Les enfants, asseyez-vous devant. 
お母さんたちはその間に入りましょう。	
Les mères, mettons-nous entre eux. 
ああ、やっぱり、お母さんと子どもが変ったほうがいいなあ。	
Ah, finalement, il serait préférable que les mères et les enfants échangent leurs places. 
すみません、お母さんたち、 前に座って 、	
Excusez-moi, Mères, asseyez-vous devant. 
お子さんたちは その後ろに立ってください。	
Les enfants, mettez-vous debout derrière elles. 
どんな写真になりますか。	
Question finale : À quoi ressemblera la photo ?

Analyse et Justification

Pour déterminer l'arrangement final de la photo, il faut suivre la dernière séquence d'instructions donnée par le photographe.
Position des Pères (Pères) : Ils ont été initialement placés tout en haut/à l'arrière (一番上に上がって) et cette instruction n'a jamais été annulée.Les Pères seront à l'arrière, debout.
Position des Mères (Mères) : Elles ont reçu l'instruction finale de s'asseoir devant (前に座って). Les Mères seront au premier plan, assises.
Position des Enfants (Enfants) : Ils ont reçu l'instruction finale de se tenir debout derrière les mères (その後ろに立って).Les Enfants seront au milieu, debout.
Conclusion
La photo finale aura l'arrangement suivant, du premier plan à l'arrière :
Au premier plan (assis) :  Les Mères.
Au milieu (debout) : Les Enfants.
À l'arrière (debout) : Les Pères.";1995_N3_10.jpg
