"138","N2","あげくに","挙げ句に (あげくに) : finalement, en fin de compte","Peut se traduire par : finalement, en fin de compte, au bout du compte Indique qu'après quelque temps, on a aboutit à un résultat plutôt négatif \
S'utilise en parlant de quelque chose passé Ajoute une connotation négative à la phrase Au moins un élément dans la phrase doit apporter un sentiment négatif","Nom + あげく(に) \
Verbe à la forme passé neutre (-た) + あげく(に)","散々考えたあげくその計画を実行にうつした。\
Après y avoir durement réfléchi, j'ai finalement mis en application ce plan.\
両親に相談したあげくに、彼と離婚することにした。\
Après avoir discuté avec ses parents, j'ai en fin de compte décidé de divorcer.\
"
"139","N2","あまり","あまり : ~ tellement que","Peut se traduire par : ~ tellement que, ~ trop que Décrit un important degré, un niveau élevé dans une action ou un comportement Permet de montrer une raison, une cause qui sera utilisée après とても ~ から, とても ~ ので et ~しすぎるので se rapprochent au niveau du sens","Verbe à la forme neutre + あまり \
Adjectif en な avec le な final + あまり \
Nom + の + あまり","驚きのあまり話す力がなくなってしまった。\
Mon étonnement était tel que je suis resté sans voix.\
子供の将来を思うあまり、厳しすぎることを言ってしまった。\
Elle pense tellement au futur de ses enfants qu'elle leur parle très strictement.\
彼は働くあまり、病気になってしまって。\
Il travaille tellement qu'il en est tombé malade.\
"
"140","N2","ばかりか, ばかりでなく","ばかりか, ばかりでなく : non seulement ~ mais aussi ~","Permet de lier deux phrases dont :    l'une évoque quelque chose de normal : non seulement ~ l'autre quelque chose d'inattendu : mais aussi ~  Ces deux phrases concernent le même fait, le même sujet Peut se traduire par : non seulement ~ mais aussi ~, pas seulement ~ mais également ~ Par rapport à ばかりでなく, ばかりか permet d'exprimer un étonnement plus important Le sujet après ばかりか ou ばかりでなく est souvent indiqué par la particule も","Adjectif en -な + である + ばかりか ou ばかりでなく \
Adjectif en -い + ばかりか ou ばかりでなく \
Verbe à la forme neutre + ばかりか ou ばかりでなく \
Nom + ばかりか ou ばかりでなく","彼女はきれいなばかりでなく、利口だ。\
En plus d'être mignonne, elle est astucieuse.\
柔道は若者の健康によいばかりか、人格形成にもおおいに役立つ。\
Le judo n'est pas seulement bon pour la santé des jeunes personnes, mais également très utile dans la construction de leur personnalité.\
お腹が空いていたばかりでなく、私達は喉の渇きにも苦しんでいた。\
Nous n'avions pas seulement faim, mais nous souffrions également de la soif.\
彼女は情報ばかりでなく助言も私にくれた。\
Elle me donna non seulement des informations mais également des conseils.\
"
"141","N2","ばかりに","ばかりに : à cause de ~, juste parce que ~","Peut se traduire : à cause de ~, juste parce que ~, simplement parce que ~ \
S'utilise pour montrer une conséquence négative Exprime des regrets dans la cause qui a provoqué cette conséquence négative \
La cause est souvent minime mais a provoqué un résultat non voulu, indésirable","Verbe à la forme neutre ou adjectif en い + ばかりに Nom + である + ばかりに Adjectif en な avec le な final + ばかりに","うそをついたばかりに恋人に嫌われてしまう。\
Juste à cause d'un mensonge, ma petite amie me déteste.\
お金がないばかりに、大学に進学できなかった。\
Simplement parce que je n'avais pas d'argent, je n'ai pas pu rentrer à l'université.\
"
"142","N2","Base verbale + がたい","Base verbale + がたい : difficile de ~, dur à ~","Indique que quelque chose est très difficile voir impossible à faire Ne s'applique que pour des activités mentales (concevoir, comprendre, réfléchir, croire.) et non physiques","Verbe dans sa forme en ます et on remplace le ます par がたい","その景色の美しさは筆舌に尽くしがたい。\
La beauté de ces paysages est difficile à exprimer par de simples mots.\
彼が与えた理由は理解しがたい。\
La raison qu'il m'a donnée est dure à concevoir.\
あなたの言うことは信じがたい。\
C'est très difficile de croire ce que tu dis.\
"
"143","N2","Base verbale + ぎみ","Base verbale + 気味 (ぎみ) : avoir tendance à ~, être un peu ~, un léger sentiment de ~","1er sens Décrit une tendance visible Peut se traduire par : avoir tendance à ~, être un peu ~\
2ème sens Exprime un sentiment négatif présent en petite quantité mais qui risque d'empirer par la suite Il y a des signes ou une tendance qui nous rapprochent d'un certain état négatif Par exemple : sentir que l'on va prendre froid, voir que quelqu'un commence à grossir.\
Peut se traduire par : un léger sentiment de ~, une petite impression de ~","Verbe dans sa forme en ます et on remplace le ます par 気味 Nom + 気味","彼女は風邪気味だといった。\
Elle a dit qu'elle avait un léger rhume.\
彼は人の名前を忘れ気味である。\
Il a tendance à oublier le nom des personnes.\
彼はいくぶん太り気味だ。\
Il a un peu d'embonpoint.\
最近疲れ気味です。\
Récemment, je suis un peu fatigué.\
"
"144","N2","Base verbale + かける","Base verbale + かける : sans terminer, en laissant inachevé, sans finir quelque chose","Permet d'indiquer qu'une action est commencée mais n'est pas encore terminée L'action est laissée inachevée, à moitié-faite \
Peut aussi signifier qu'une action était sur le point de se faire mais ne s'est pas faite (et inversement)","Verbe dans sa forme en ます et on remplace le ます par かける かける se conjugue ensuite comme un verbe ichidan","彼は死にかけた。\
Il était sur le point de mourir mais a survécu.\
宿題をやりかけにしておいた。\
Il a commencé ses devoirs sans les terminer.\
彼女はプロジェクトをやりかけて、その途中で会社を退職した。\
Elle a quitté l'entreprise en laissant en cours un projet inachevé.\
"
"145","N2","Base verbale + かねない","Base verbale + かねない : il est à craindre que ~, il est possible que ~","Permet d'indiquer que quelque chose d'indésirable risque d'arriver Il y a une possibilité qu'un évènement non-voulu et avec des conséquences fâcheuses survienne","Verbe dans sa forme en ます et on remplace le ます par かねない","その少年は盗みをしかねない。\
Il est à craindre que ce garçon commette un vol.\
スキャンダルはその嘘を暴きかねない。\
Un scandale risquerait d'exposer au grand jour ces mensonges.\
"
"146","N2","Base verbale + かねる","Base verbale + かねる : ne pas pouvoir faire","Permet d'indiquer que pour certaines raisons, on ne pourra pas faire quelque chose \
Les verbes à la forme potentielle ne peuvent pas avoir かねる comme suffixe sauf 出来る et 分かる Une fois かねる ajouté, on a bien une négation même si かねる est à la forme affirmative \
Peut aussi servir pour refuser de faire quelque chose de manière polie S'emploie plus dans le langage écrit et formel","Verbe dans sa forme en ます et on remplace le ます par かねる かねる se conjugue ensuite comme un verbe ichidan","その点は賛成しかねる。\
Je ne peux pas être d'accord sur ce point.\
彼は待ちかねて家に帰ってしまった。\
Il ne pouvait pas attendre plus longtemps et est rentré chez lui.\
先約がありますので残念ながらご招待に応じかねます。\
Je suis au regret de ne pas pouvoir répondre à votre invitation en raison d'un précédent engagement.\
"
"147","N2","Base verbale + きる","Base verbale + 切る (きる) : faire complètement quelque chose","Indique que l'action est réalisée totalement, complètement, jusqu'au bout","Verbe dans sa forme en ます et on remplace le ます par きる きる se conjugue ensuite comme un verbe godan","彼はなんとかその川を泳ぎきった。\
Il a malgré tout traversé complètement cette rivière à la nage.\
４２.\
１９５キロを走りきるのは大変なことだ。\
Parcourir 42,195 kilomètres à pied jusqu'au bout est quelqu'un chose d'incroyable.\
ゲームが終わったときには私は疲れ切っていた。\
J'étais totalement épuisé quand le jeu s'est terminé.\
"
"148","N2","Base verbale + ぬく","Base verbale + 抜く (ぬく) : faire quelque chose à fond jusqu'à la fin","Permet d'indiquer fortement qu'une action est faite jusqu'au bout avec beaucoup d'efforts","Verbe dans sa forme en ます et on remplace le ます par ぬく","競争で全力を尽くして走りぬいた。\
Durant la course, j'ai couru à fond jusqu'au bout et ai épuisé toutes mes forces.\
頑張りぬいたが結局できなかった。\
J'ai fait de mon mieux jusqu'au bout, mais finalement je n'y suis pas arrivé.\
"
"149","N2","Base verbale + つつある","Base verbale + つつある : être progressivement en train de se faire","Indique que quelque chose est en train de se faire peu à peu S'utilise essentiellement à l'écrit","Verbe dans sa forme en ます et on remplace le ます par つつある","問題は改善されつつあるが時間がかかりそうだ。\
Le problème est progressivement en train de s'améliorer mais cela semble prendre du temps.\
事件の真相は明らかになりつつある。\
La vérité de l'incident devient peu à peu évidente.\
"
"150","N2","Base verbale + うる, えない","得る, 得ない (うる, えない) : être possible de ~","Peut se traduire par : être possible de ~ \
Exprime non pas la capacité de faire quelque chose comme la forme potentielle ou ことができる mais la possibilité de faire quelque chose","Verbe dans sa forme en ます et on remplace le ます par 得る (affirmatif) ou 得ない (négatif)","彼はとてもよく訓練された役者だけが本当に成功し得ると思っている。\
Il pense que seuls les acteurs qui se sont très bien entraînés ont la possibilité de réellement réussir.\
肺がんの原因にもなり得る。\
Cela peut provoquer un cancer du poumon.\
彼女が自殺したということなどあり得ない。\
C'est impossible qu'elle ait pu se suicider.\
"
"151","N2","だけ","だけ : autant que ~","Peut se traduire par : autant que ~, autant que l'on puisse ~, autant ~ que possible \
On retrouve souvent :       Verbe -たい + だけ : autant que tu veux ~ ほしいだけ : autant que tu veux 好きなだけ : autant que tu aimes できるだけ : autant que tu peux できるだけ早く(はやく) : aussi vite que possible","Verbe à la forme neutre + だけ Verbe au potentiel (-える, -られる) + だけ Verbe à la forme volitive (-たい) + だけ Adjectif en い + だけ Adjectif en な avec le な finale + だけ","君がいたいだけここにいてもいいよ。\
Tu peux rester ici aussi longtemps que tu veux.\
できるだけ多くの英単語を暗記すべきである。\
Tu devrais retenir par cœur autant de mots en anglais que possible.\
好きなだけ取りなさい。\
Prenez-en autant que vous en voulez.\
肉を食べられるだけ食べます。\
Je mangerais autant de viande que je pourrais.\
"
"152","N2","だけあって","だけあって : comme on pouvait s'y attendre","Peut se traduire par : du point de vue de ~ \
S'utilise souvent ainsi : cause + だけあって + conséquence \
S'utilise pour parler de quelque chose de positif だけに a un sens proche mais peut s'utiliser aussi pour avec des choses positives que négatives \
On retrouve souvent la conjonction さすが(に) avec だけあって pour montrer notre admiration","Nom + だけあって Verbe à la forme neutre ou adjectif en い + だけあって","専門家だけあって彼はその分野に詳しい。\
Comme on peut s'y attendre d'un expert, il connait très bien son domaine.\
あの先生は、経験が長いだけあって、授業がわかりやすくておもしろいですね。\
Comme on peut s'y attendre d'un professeur avec beaucoup d'expérience, ses cours sont faciles à comprendre et intéressants.\
彼女は、美術学校を出ただけあって、絵が上手です。\
Comme on peut s'y attendre d'une femme qui est allé dans une école d'art, elle dessine bien.\
"
"153","N2","だけに","だけに : parce que ~, comme on pouvait s'y attendre","Peut se traduire par : parce que ~, comme on pouvait s'y attendre, comme prévu だけに \
S'utilise aussi bien pour des choses positives que négatives だけあって a un sens proche mais ne s'utilise que pour quelque chose de positif","Verbe à la forme neutre + だけに","彼はずっと運動していないだけにやっぱり太った。\
Il ne faisait plus d'exercices depuis longtemps et comme on pouvait s'y attendre, il a finalement grossi.\
やっぱり東京だけに世界各地の食べ物が揃っている。\
Comme on peut s'y attendre de Tôkyô, on trouve de la nourriture provenant du monde entier.\
火星は地球とよく似ているだけにひとしお興味をひく。\
La planète Mars est particulièrement intéressante parce qu'elle ressemble fortement à la Terre.\
昨年はみかんが不作で、値段が高かっただけに今年の豊作がうれしい。\
On est content de la bonne récolte de cette année parce que les prix avaient augmenté à cause de la mauvaise récolte de pêche l'année dernière.\
"
"154","N2","どころではない, どころではなく","どころではない, どころではなく : être loin de ~, être hors de question de ~","Peut se traduire par : être loin de ~, être hors de question de ~, n'être pas le moment de ~, ne pas pouvoir ~ \
Permet de nier/démentir quelque chose de manière assez forte \
Permet de montrer qu'à cause de certaines circonstances, on est loin de pouvoir accomplir quelque chose どころではなく se rencontre uniquement en milieu de phrase, どころではない en fin de phrase","Verbe à la forme neutre ou nom + どころではない ou どころではなく","最近仕事で忙しくて、買い物するどころではなかった。\
J'étais loin de pouvoir aller faire du shopping vu que j'étais occupé par mon travail ces temps-ci.\
春だというのに、 お花見どころではなく、夜遅くまで働いている。\
Bien que ce soit le printemps, je travaille jusqu'à tard le soir et je suis loin de pouvoir aller contempler les cerisiers.\
私は怒ってなどいない、それどころではない。\
Je ne suis pas en colère, loin de là.\
"
"155","N2","Forme conjecturale + ではないか","Forme conjecturale + ではないか ou じゃないか : pourquoi ne pas ~ ?, ne pourrait-on pas ~ ?","Peut se traduire par : pourquoi ne pas ~ ?, ne pourrait-on pas ~ ? \
Permet de formuler une forte suggestion ou une invitation importante \
Assez peu utilisé dans une conversation normale On utilise plus couramment la forme conjecturale + か","On prend notre verbe dans sa forme conjecturale : \
Pour un verbe ichidan : on ajoute おう à la place du う final : 行く (いく) => 行こう (いこう) \
Pour un verbe godan : on ajoute よう à la place du る final : 見る (みる) => 見よう (みよう)  \
On ajoute ではないか ou じゃないか","この論議はやめようではないか。\
Ne pourrait-on pas arrêter cette discussion ? そのことについてはあとで話し合おうではないか。\
Ne pourrait-on pas discuter de cela ensemble plus tard ? 一緒に勉強 しようではないか。\
Pourquoi ne pas étudier ensemble ?"
"156","N2","げ","げ : avoir l'air de ~","Peut se traduire : avoir l'air de ~, sembler ~ \
S'utilise pour décrire des sentiments ou des émotions de quelque d'autre","Adjectif en い sans le い final + げ(に) Adjectif en な avec le な final + げ(に) L'adjectif devient un adjectif en な après.\
Exemple : 悲しい -> 悲しげな","彼はせわしげに働いている。\
Il semble occupé dans son travail.\
彼女は悲しげに微笑んだ。\
Elle souria en ayant l'air triste.\
少女達は楽しげに歌います。\
Les jeunes filles chantent d'un air joyeux.\
"
"157","N2","はともかく","はともかく : sans tenir compte de ~, en faisant abstraction de ~","Peut se traduire par : sans tenir compte de ~, \
en faisant abstraction de ~, \
en ne pensant pas à ~ \
Même sens mais se retrouve plus à l'écrit de manière formelle : はともかくとして","Nom + はともかく(として)","この洋服は、デザインはともなく、色がよくない。\
Sans tenir compte du design de ces vêtements, ses couleurs ne sont pas plaisantes.\
この店のラーメンは味はともかくとして、値段は安い。\
En faisant abstraction de leur goût, le prix des ramens de cette échoppe est peu élevé.\
"
"158","N2","はんめん","反面 ou 半面 (はんめん) : d'un autre côté","Peut se traduire : d'un autre côté ~, à l'opposé ~ \
Permet de mettre en contraste deux faits qui sont opposés","Verbe à la forme neutre ou adjectif en い + 反面 ou 半面 \
Adjectif en な + な/である + 反面 ou 半面 \
Nom + である + 反面 ou 半面","彼の顔は怖そうに見える反面、彼の声は優しくおだやかだった。\
A l'opposé de son apparence effrayante, sa voix était douce et calme.\
この薬はよくきく反面、副作用がある。\
Ce médicament a des effets secondaires mais d'un autre côté il est bien efficace.\
彼はわがままな反面リーダーシップがある。\
Il a des qualités de leader mais d'un autre côté il est égoïste.\
"
"159","N2","ほど","ほど : plus ~, plus ~","Peut se traduire par : plus ~ , alors plus ~","Verbe à la forme neutre + ほど Adjectif en い + ほど \
Adjectif en な + ほど Nom + ほど","相撲では、太っているほど有利だ。\
Plus un lutteur de sumo grossit, plus c'est avantageux pour lui.\
推理小説は複雑なほど面白い。\
Plus un roman d'enquête est compliqué, plus il est intéressant.\
眠るほど疲れなる。\
Plus je dors, plus je deviens fatigué.\
"
"160","N2","ほかない, ほかしかたがない","ほかない, ほかしかたがない : ne pas avoir d'autres choix que de ~, devoir ~","Peut se traduire par : ne pas avoir d'autres choix que de ~, \
ne pas avoir d'autres possibilités que de ~, \
Devoir ~ しかない a un sens proche En ajoutant より, on peut traduire par : il n'y a rien d'autre de mieux que de faire ~, il n'y a pas de meilleur choix que de ~","Verbe à la forme neutre + (より) + はか + (は) + ない Verbe à la forme neutre + ほかしかたがない","この病気を治すためには、手術するほかしかたがないでしょう。\
Je suppose qu'il n'y a pas d'autres possibilités qu'une opération pour guérir de cette maladie.\
地図を持ってこなかったので自分で住所を探すよりほかない。\
J'ai du chercher l'adresse par moi-même car je n'avais pas apporté de carte.\
これだけ捜しても見つからないのだから、あきらめるよりほかない。\
Il n'y a pas de meilleur choix que de laisser tomber car rien n'a été trouvé même en cherchant autant.\
"
"161","N2","いがいの","以外の (いがいの) : autre que ~, excepté ~","Indique que l'on prend un ensemble excepté une certaine partie \
Le nom avant 以外の est ce qui est pris à part\
Le nom après 以外の est ce qui est considéré dans son ensemble","Nom A + 以外の + nom B","彼は英語以外の外国語は全く知らない。\
Il ne connait pas vraiment de langues étrangères autre que l'anglais.\
我々は日曜以外の日は毎日仕事をする。\
Nous travaillons tous les jours de la semaine excepté le dimanche.\
"
"162","N2","いじょうは","以上は (いじょうは) : dès lors que ~, du moment que ~, vu que ~","Sert à marquer une déduction logique et objective \
Peut se traduire par : dès lors que ~, du moment que ~, vu que ~ \
Peut se remplacer par : からには \
La déduction après 以上は exprime souvent une obligation, une interdiction, une requête, une supposition ou une décision","Verbe à la forme neutre ou adjectif en い + 以上は \
Adjectif en な sans le な final ou nom + である + 以上は","学生である以上は勉強すべきだ。\
Vu que tu es étudiant, tu dois étudier.\
日本に住んでいる以上、日本の法律を守らなければならない。\
Dès lors que tu habites au Japon, tu te dois de respecter la loi japonaise.\
"
"163","N2","いっぽう, いっぽうでは","一方, 一方では (いっぽう, いっぽうでは) : bien que ~, d'un côté ~ par contre ~","Peut se traduire par : bien que ~, d'un côté ~ par contre ~ Permet de mettre en contraste deux énoncés","Verbe à la forme neutre ou adjectif en い + 一方 ou 一方では Adjectif en な + な/である + 一方 ou 一方では Nom + である + 一方 ou 一方では","それは値段が安いが、一方では品がよくない。\
D'un côté les prix ne sont pas élevés, par contre les marchandises ne sont pas bonnes.\
その仕事はあまり面白くなかったが、その一方で給与はよかった。\
Bien que ce travail ne fût pas très intéressant, le salaire était bon.\
一方で彼は私の報告書を賞賛したが、他方ではそれを批判した。\
D'un côté il a fait des éloges de mon rapport, mais d'un autre côté il l'a critiqué.\
沢山の金持ちのアメリカ人がいます。\
一方、何人かのアメリカ人は、大変貧乏です。\
Il y a beaucoup de riches américains.\
Mais d'un autre côté, quelques américains sont vraiment très pauvres.\
"
"164","N2","じょうは, じょうも, じょうの","上は, 上も, 上の (じょうは, じょうも, じょうの) : du point de vue de ~","Peut se traduire par : du point de vue de ~ \
S'utilise notamment avec des mots sino-japonais tels que :教育 (きょういく) : éducation \
外見 (がいけん) : apparences extérieures \
経済 (けいざい) : finance, économie \
政治 (せいじ) : politique \
学問 (がくもん) : science, connaissance \
表面 (ひょうめん) : apparence \
職業 (しょくぎょう) : profession, travail \
外交 (がいこう) : diplomatie \
 On peut parfois traduire le nom comme un adverbe :\
歴史 (れきし) : histoire -> 歴史上 (れきしじょう) : historiquement","Nom + 上は ou 上も ou 上の ou 上","京都には歴史上有名なお寺が数多くある。\
Il y a historiquement un grand nombre de temple célèbres à Kyôtô.\
男女差別は法律上も許されない。\
D'un point de vue législatif, la discrimination hommes-femmes n'est pas tolérée.\
この映画は教育上良くない。\
D'un point de vue pédagogique, ce film n'est pas bon.\
"
"165","N2","かとおもうと, かとおもったら","かと思うと, かと思ったら (かとおもうと, かとおもったら) : juste après ~, aussitôt que ~","Peut se traduire par : juste après ~, aussitôt que ~ \
Permet d'indiquer qu'un évènement se produit juste après un autre de manière très rapide","Verbe à la forme neutre passé (-た) + (か)と思うと ou (か)と思ったら","稲妻が光ったと思うと雷がなった。\
Juste après l'éclair, le tonnerre gronda.\
１つが通り過ぎたかと思うと、すぐに次の台風が接近する。\
Après le passage d'un premier typhon, le suivant s'est aussitôt approché.\
空がパッと明るくなったと思ったら爆発がありました。\
Juste après que le ciel se soit soudainement illuminé, il y a eu une explosion.\
"
"166","N2","かぎり","かぎり : tant que ~, pour autant que ~","1er sens Permet d'indiquer qu'une action perdure tant qu'une certaine condition reste valable Peut se traduire par : tant que ~ かがりは peut également être utilisé \
2ème sens Permet d'exprimer une certaine limite Peut se traduire par : pour autant que ~, dans la limite de ce que ~","1er sens Verbe à la forme neutre + かぎり(は) Adjectif en い ou en な + かぎり(は) Nom + の ou である + かぎり(は) \
\
2ème sens Verbe à la forme neutre + かぎり Nom + の + かぎり","最初に宿題をするかぎり、テレビを見てもいい。\
Tu peux regarder la télévision tant que tu fais tes devoirs en premier.\
君はここに居るかぎり安全です。\
Tu es en sécurité tant que tu restes ici.\
私が知る限り、彼は結婚していない。\
Pour autant que je sache, il n’est pas marié.\
私はできるかぎり熱心に働いた。\
J'ai travaillé avec entrain dans la limite de ce que je suis capable de faire.\
"
"167","N2","かぎりでは","限りでは (かぎりでは) : pour autant que ~, de ce que ~","Peut se traduire par : pour autant que ~, de ce que ~ \
Permet d'exprimer une limite, une portée, une étendue dans ce que l'on connait","Verbe à la forme neutre (passé ou présent) + 限りでは","私が知る限りでは、彼は頼りになる人だ。\
De ce que je connais de lui, c'est une personne de confiance.\
私の覚えてる限りではこの前お会いしたのは３年前ですね。\
Pour autant que je me souvienne, cela fait 3 ans que nous nous sommes rencontrés la dernière fois.\
私の知る限りではその小説は和訳されていない。\
Pour autant que j'en sache, ce roman n'est pas traduit en japonais.\
"
"168","N2","かのように, かのような, かのようだ","かのように, かのような, かのようだ : comme ~","Peut se traduire par : comme ~, comme si ~ \
Permet de décrire quelque chose tel qu'il nous apparait","Nom ou adjectif en な + である + かのように ou かのような ou かのようだ \
Verbe à la forme neutre ou adjectif en い + かのように ou かのような ou かのようだ","彼はまるでなにも起こらなかったかのように話しつづけた。\
Il continua de parler comme s'il ne s'était rien passé.\
彼はまるで何事もなかったかのような顔をしていた。\
Il semblait comme si rien n'était arrivé.\
彼はまるで父親に合ったことがないかのようだ。\
Il semblerait qu'il n'ait jamais rencontré son père.\
"
"169","N2","からいうと, からいえば, からいって","から言うと, から言えば, から言って (からいうと, からいえば, からいって) : du point de vue de ~","Peut se traduire par : du point de vue de ~","Nom + からいうと ou からいえば ou からいって","エコロジーの視点からいうと、南極は観光や商業的な探索ではなく、研究のみに利用されるべき である。\
Du point de vue écologique, l'Antarctique devrait être réservé à la recherche et non au tourisme ou à l'exploitation commerciale.\
文学的な見地から言えば、彼の作品は失敗です。\
D'un point de vue littéraire, son œuvre est ratée.\
私の経験から言って、不眠が元で病気になることがよくある。\
D'après ma propre expérience, lorsque l'on tombe malade, l'insomnie en est souvent la cause.\
我々の観点から言うと、彼の提案は妥当なものだ。\
De notre point de vue, sa proposition est acceptable.\
"
